CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_KNOWN_PERCENTAGE	ENGLISH_PREVALENCE	LINE_IN_SOURCE
1210	HEAVY	heavy	0.997229916897507	2.42083827624733	26746
1211	HE	he	0.990909090909091	2.1972863766410544	26580
1212	WE	we	0.9925925925925929	2.2465833590028272	60404
1213	YOU	you	1	2.5758293035489	61683
1214	THIS	this	0.9950859950859955	2.331448365830095	55062
1215	THOU	thou	0.9840848806366048	2.0383800852458243	55094
1216	MOTHER	mother	0.9950124688279302	2.328693443298911	37173
1217	FATHER	father	1	2.5758293035489	21471
1218	ROPE	rope	0.9929577464788731	2.2580320400713916	47577
1219	WORM	worm	0.990990990990991	2.199564082708868	61365
122	CART	wagon	0.997512437810945	2.434184791289581	60108
1220	TAIL	tail	0.9975669099756692	2.4368086432864	54133
1221	NOSE	nose	0.992443324937028	2.241986936347398	38741
1222	PENIS	penis	0.9972451790633609	2.421548339147393	41228
1223	HEART	heart	1	2.5758293035489	26673
1224	LIVER	liver	0.9972144846796658	2.420121540672555	34214
1225	DAY (NOT NIGHT)	day	0.9949622166246853	2.3268206835630987	14294
1226	YEAR	year	0.9930232558139535	2.26011759368397	61597
1227	BOARD	board	0.997613365155131	2.439059658458054	6230
1228	EARTH (SOIL)	earth	0.9978354978354976	2.4499976606027185	18246
1229	OLD	old	0.9974489795918369	2.4311490763612347	39289
123	FOREHEAD	forehead	1	2.5758293035489	23046
1230	DIRTY	dirty	0.9973404255319146	2.426007436876863	16310
1231	NEW	new	0.9973045822102425	2.424323720216286	38126
1232	WARM	warm	0.9948051948051947	2.3210209296852646	60223
1233	NIGHT	night	0.9949999999999997	2.3282280026491335	38204
1234	SMOOTH	smooth	0.9952494061757721	2.3376352874007864	50729
1235	WHO	who	0.9952038369304553	2.3359009801422776	60779
1236	WHAT	what	0.9977628635346757	2.4463887984610753	60604
1237	WHERE	where	0.9889502762430943	2.1459313893344008	60636
1238	WHEN	when	0.9897959183673466	2.1674037493945373	60633
1239	HOW	how	0.9929742388758787	2.258556166937837	27927
124	THORN	thorn	1	2.5758293035489	55077
1240	NOT	not	0.9920212765957448	2.229241023615715	38761
1241	SOME	some	0.9976076555023924	2.4387823267779236	51124
1242	FEW	few	0.9921259842519689	2.2323695109486996	21870
1243	WIDE	wide	0.9873096446700508	2.1068924460830734	60840
1244	THICK	thick	0.9975728155339808	2.437094116496218	55007
1245	BUTTER	butter	1	2.5758293035489	7576
1246	SMALL	small	0.9947916666666666	2.320524891229755	50649
1247	EAR	ear	0.9890710382513663	2.148937631297434	18214
1248	EYE	eye	0.9948586118251925	2.322985180145946	21055
125	SWEAT (SUBSTANCE)	sweat	0.9948320413436695	2.322007010652535	53766
1250	JAGUAR	jaguar	0.9852579852579852	2.06219484623535	31925
1251	BELLY	belly	1	2.5758293035489	5155
1252	HOUSE	house	0.9945945945945948	2.3133627611151706	27873
1254	HANDLE	handle	0.9974025974025971	2.4289443333547815	26276
1256	HEAD	head	1	2.5758293035489	26581
1257	WING	wing	1	2.5758293035489	61002
1258	FINGERNAIL	fingernail	0.9847328244274809	2.051389737755906	22100
1259	WEDDING	wedding	0.9942693409742122	2.301795545805277	60479
126	SWEAT (PERSPIRE)	perspire	0.9736842105263159	1.8655434828810982	41563
1261	SING	sing	0.9974424552429667	2.4308382313572894	50151
1262	BROTHER	brother	0.9924050632911395	2.2408163306422733	7150
1263	SISTER	sister	0.9950248756218908	2.3291570695829575	50214
1264	CHANGE	change	0.9919571045576409	2.2273344018720884	9073
1265	HIGH	high	1	2.5758293035489	27245
1266	BRIDE	bride	0.9880095923261394	2.123153307699729	6977
1267	NARROW	narrow	0.9976190476190476	2.439335855894039	37748
1268	YES	yes	0.9912087912087912	2.2056774285725336	61636
1269	NO	no	0.9929906542056075	2.259078461444588	38302
127	EXTINGUISH	extinguish	0.9891774891774892	2.151603814740099	20943
1270	WHY	why	1	2.5758293035489	60826
1271	DELIGHT	please	0.9947643979057594	2.3195267550862333	42461
1272	AUNT	aunt	0.9974489795918364	2.4311490763612134	3802
1273	CANDLE	candle	0.9951219512195122	2.3328020586284834	8006
1274	SALT	salt	0.9899244332493703	2.1707559922727344	48037
1275	ANSWER	answer	0.9976359338061463	2.4401577127181993	2301
1276	AUTUMN	autumn	1	2.5758293035489	3965
1277	HAND	hand	0.9931034482758622	2.2626840553153644	26241
1278	VOMIT	vomit	1	2.5758293035489	60021
1279	FAT (OBESE)	fatness	0.8918269230769228	1.2154809967889064	21494
128	MUMBLE	mumble	0.9974683544303793	2.432073555106202	37455
1280	FALL	fall	0.9974811083123426	2.4326832484763634	21256
1281	PRISON	prison	0.9949238578680203	2.3253966318515555	43803
1282	FAT (FROM ANIMALS)	lard	0.9922680412371134	2.236649173452502	33210
1283	TODAY	today	0.9977064220183488	2.443606317852717	55490
1284	BANK	bank	0.9948979591836732	2.324437814838694	4491
1285	IMPORTANT	important	0.9975186104218363	2.434481276918217	29141
1286	HOT	hot	0.9929577464788732	2.2580320400713956	27843
1287	COLD	cold	0.9916201117318436	2.2174525990332357	10722
1288	CAP	cap	0.9951338199513382	2.3332498379666218	8116
1289	BABY	baby	0.9928400954653941	2.2543109813477655	4132
129	CHOKE	choke	0.9945205479452055	2.3107021019180913	9580
1290	ELEPHANT	elephant	0.9974489795918369	2.4311490763612347	18768
1291	BACK	back	1	2.5758293035489	4164
1292	BAD	bad	1	2.5758293035489	4281
1293	MISTAKE	mistake	0.9975669099756688	2.4368086432863776	36641
1294	ZERO	zero	0.9903381642512079	2.181716874042539	61751
1295	STICK	stick	0.9921259842519684	2.232369510948686	52373
1296	WALKING STICK	staff	0.9975	2.4335880219056634	51986
1297	LEG	leg	0.9973821989528796	2.427978434370943	33551
1298	NEWSPAPER	newspaper	1	2.5758293035489	38153
1299	COFFEE	coffee	0.9943181818181818	2.303512939072905	10622
13	DECEIT	deceit	0.9839142091152818	2.035010008333933	14478
1300	COUNTRY	country	0.9975062344139652	2.4338870423510306	12925
1301	FOOT	foot	0.9976525821596246	2.4409696108478314	22900
1302	FORK	fork	0.9949367088607598	2.325873193977374	23170
1303	FINGER	finger	0.9975062344139651	2.4338870423510257	22091
1304	CHILD (YOUNG HUMAN)	kids	0.9975490196078433	2.4359450373645912	32559
1305	CHIMNEY	chimney	0.9895561357702349	2.161213498529488	9465
1306	QUEEN	queen	0.9974937343358393	2.43328772168469	44881
1307	LANGUAGE	language	0.995575221238938	2.3502449157208773	33147
1308	DOUBT	doubt	0.9973262032085561	2.425338529490458	17537
1309	ASK (INQUIRE)	ask	0.9975062344139651	2.4338870423510257	3359
131	FESTIVAL	festival	0.9951690821256036	2.3345829636340323	21812
1310	CLEVER	clever	1	2.5758293035489	10193
1311	VERY	very	0.9949494949494949	2.3263478740408408	59648
1312	FOX	fox	0.9951100244498775	2.332352560345022	23337
1313	MOON	moon	0.9951573849878934	2.334140280419036	37027
1314	QUIET	quiet	0.9873737373737371	2.108358399169102	44930
1315	RADIO	radio	0.9948453608247422	2.3224970781532117	45079
1316	TENT	tent	0.9952830188679247	2.338919064286822	54695
1318	CHICKEN	chicken	0.9974554707379135	2.4314585727511133	9398
1319	COWARD	coward	0.9974489795918364	2.4311490763612134	13020
132	SAUCE	sauce	0.9975247524752475	2.4347765073625753	48263
1320	APPLE	apple	1	2.5758293035489	2821
1321	BOTTLE	bottle	0.9973404255319149	2.426007436876879	6597
1322	BREAKFAST	breakfast	1	2.5758293035489	6897
1323	CLOCK	clock	0.994334277620397	2.3040804081182427	10273
1324	SLIP	slip	0.9975124378109455	2.434184791289603	50533
1325	FRIEND	friend	0.9973890339425587	2.4283018296620758	23570
1326	DOWN	down	0.9919354838709682	2.226693847083724	17582
1327	UNCLE	uncle	0.9973821989528798	2.427978434370954	57190
1329	TOMORROW	tomorrow	0.9945652173913043	2.3123052139644247	55561
133	WEAVE	weave	0.9950738916256158	2.3309936488311185	60453
1330	DEFEND	defend	0.9974554707379135	2.4314585727511133	14728
1331	SHEEP	sheep	0.9975369458128082	2.435363234850284	49596
1332	NEIGHBOUR	neighbor	0.9695431472081215	1.8099433766534294	37953
1333	NECK	neck	1	2.5758293035489	37876
1334	GUTS	guts	0.9975186104218365	2.4344812769182282	25983
1335	WHITE	white	0.9954954954954955	2.3471247570560396	60736
1336	EAT	eat	0.9948320413436694	2.322007010652531	18299
1337	PIG	pig	0.9947916666666666	2.320524891229755	42039
1338	PEACE	peace	0.9951338199513383	2.3332498379666258	41038
1339	MORNING	morning	1	2.5758293035489	37113
134	FAULT	fault	0.9976359338061466	2.440157712718211	21513
1340	WITH	with	1	2.5758293035489	61115
1342	SUMMER	summer	0.9920424403183022	2.22987160190839	53326
1343	SUN	sun	0.9903381642512079	2.181716874042539	53345
1344	RAM	ram	0.9924050632911394	2.24081633064227	45202
1345	EWE	ewe	0.9641025641025638	1.7444714067357536	20337
1346	THROAT	throat	0.9953596287703014	2.3418595320772213	55152
1347	NAPE (OF NECK)	nape	0.8970251716247144	1.2429394140984986	37718
1348	BOAR (MALE PIG)	boar	0.9881235154394302	2.125853743701712	6229
1349	CHURCH	church	0.9947368421052633	2.3185204542882314	9758
135	BOOMERANG	boomerang	0.992924528301887	2.2569782484870644	6476
1350	MONKEY	monkey	0.9975124378109455	2.434184791289603	36884
1352	KNIFE	knife	0.995575221238938	2.3502449157208773	32738
1353	HOUR	hour	0.9976303317535545	2.4398848760843186	27870
1354	NEXT	next	0.997596153846154	2.438224232278959	38169
1355	LAUGH	laugh	1	2.5758293035489	33327
1356	NUMBER	number	1	2.5758293035489	38873
1357	DAUGHTER	daughter	0.9953271028037386	2.3406086363378087	14274
1358	ENEMY	enemy	0.9952380952380955	2.3372041512960373	19258
1359	SEPARATE	separate	0.9839999999999997	2.0367011422623498	49224
136	HERE	here	0.9926289926289926	2.2477114628607824	27019
1360	DUCK	duck	0.9921671018276762	2.2336040322555917	17953
1361	TOOL	tool	0.9923076923076926	2.237851062675302	55593
1362	STREET	street	0.9973614775725596	2.4269995579074632	52697
1363	VOICE	voice	0.9974160206718348	2.429581184917097	59961
1364	HEALTHY	healthy	0.9951923076923074	2.3354633036863666	26661
1365	KITCHEN	kitchen	0.9973821989528793	2.427978434370927	32671
1366	BOY	boy	0.9946236559139784	2.3144114886853657	6711
1367	CROSS	cross	0.9976019184652278	2.4385038537670227	13454
1368	BREAD	bread	0.9950124688279302	2.328693443298911	6871
1369	GOLD	gold	0.9922480620155035	2.236044792409764	25092
137	COCA	coca	0.7585365853658537	0.6933378407182177	10480
1370	MONTH	month	0.994791666666667	2.3205248912297676	37010
1371	KNEE	knee	0.997742663656885	2.4453907987383805	32720
1372	MEDICINE	medicine	0.992610837438424	2.2471484427536343	35649
1373	TEA	tea	1	2.5758293035489	54416
1374	RING	ring	0.9976744186046511	2.4420369643248554	47326
1375	WINDOW	window	0.9973958333333335	2.4286237927821865	60968
1376	NOW	now	0.995305164319249	2.3397669815554005	38822
1377	VISIT	visit	0.9974424552429665	2.4308382313572787	59879
1378	SPOON	spoon	0.9975550122249386	2.436234111336857	51753
1379	TELEPHONE	telephone	0.9945504087193461	2.311773096838599	54555
138	BATHE	bathe	0.9624060150375939	1.72550729521157	4755
1380	TOOTH	tooth	0.9974293059125964	2.4302124596124686	55602
1381	SHOE	shoe	0.994535519125683	2.3112387311055334	49754
1382	NEEDLE (FOR SEWING)	needle	0.9945945945945949	2.3133627611151746	37905
1383	GRANDFATHER	grandfather	0.9930069930069931	2.2595989336871942	25331
1384	SECOND	second	0.9945799457994583	2.3128350971963054	48878
1385	PEPPER	pepper	0.9922480620155035	2.236044792409764	41293
1386	LION	lion	0.9976247030878861	2.4396109261131995	34072
1387	ARRIVE	arrive	0.9920634920634921	2.230499724679013	3209
1388	SHADE	shadow	0.9953810623556584	2.342685840286739	49453
1389	TOE	toe	0.9901719901719902	2.1772829910008897	55494
139	GUMS	gum	0.9898477157360404	2.1687519256313648	25904
1390	WRONG	wrong	0.990521327014218	2.18665426756588	61495
1391	TOWN	town	0.9976190476190478	2.4393358558940506	55787
1392	LOUSE	louse	0.9387308533916846	1.508944719874295	34530
1393	HORN (ANATOMY)	horn	0.9950124688279299	2.328693443298903	27737
1394	BONE	bone	0.9945054945054945	2.3101631942937146	6392
1395	ROUND	round	0.9974424552429669	2.4308382313573	47660
1396	SHARP	sharp	1	2.5758293035489	49553
1398	DRY	dry	0.9926108374384239	2.2471484427536303	17916
1399	CLAY	clay	0.9922077922077923	2.2348290878069887	10120
14	YOKE	yoke	0.9663212435233157	1.7702594018989843	61669
140	PADDY FIELD	paddy	0.8904761904761902	1.2084944147664587	40361
1400	THIN (SLIM)	skinny	0.9974747474747473	2.432379058584438	50321
1401	DRINK	drink	0.9928229665071773	2.2537718226470305	17812
1402	BREAST	breast	0.9975609756097559	2.436521977427831	6907
1403	BITE	bite	0.9976689976689977	2.4417717322926076	5788
1404	STRAIGHT	straight	0.9975961538461535	2.438224232278937	52622
1405	NAME	name	0.993993993993994	2.2922383711418757	37696
1406	FAR	far	0.9950738916256158	2.3309936488311185	21358
1407	BREATHE	breathe	0.9922279792746114	2.235438101877585	6922
1408	HEAR	hear	0.98989898989899	2.17009037758456	26665
1409	SEE	see	0.9973821989528796	2.427978434370943	48958
1411	LIE (REST)	lie	0.9975550122249389	2.4362341113368733	33850
1412	RUDE	rude	0.9808219178082188	1.9776110410868284	47750
1413	PLAY	play	1	2.5758293035489	42411
1414	SQUEEZE	squeeze	1	2.5758293035489	51936
1416	SIT	sit	0.9954337899543378	2.3447254310991155	50217
1417	KILL	kill	0.9923664122137404	2.2396369198300614	32568
1418	DIG	dig	1	2.5758293035489	16061
1419	FEAR (BE AFRAID)	fear	0.9977168949771689	2.4441211905867752	21552
1420	COUNT	count	0.9912790697674417	2.2076677596648446	12807
1421	SUCK	suck	0.9974937343358395	2.433287721684701	53204
1422	BE ALIVE	live	0.9973753280839898	2.427653597197081	34205
1423	FIGHT	fight	0.9945945945945943	2.3133627611151546	21979
1424	YELLOW	yellow	0.997742663656885	2.4453907987383805	61612
1425	GREEN	green	0.9931662870159451	2.2647055983821263	25525
1426	EXPENSIVE	expensive	0.9974025974025971	2.4289443333547815	20734
1427	BEAUTIFUL	beautiful	0.9973684210526319	2.427327308339613	4931
1428	BURNING	burning	0.997555012224939	2.4362341113368777	7486
1429	FULL	full	0.9974683544303797	2.432073555106223	23783
143	HUMID	humid	0.9901960784313728	2.177923069082192	28014
1430	STAR	star	0.990719257540603	2.192050366063893	52094
1431	FREEZE	freeze	0.9922077922077919	2.2348290878069754	23512
1432	CUT	cut	0.9896907216494848	2.164677763509365	13928
1433	HIT	hit	0.9954337899543382	2.344725431099128	27373
1434	STAB	stab	1	2.5758293035489	51967
1435	HUNT	hunt	0.9947089947089947	2.3175058844395875	28076
